Enrichment analysis report,,,,,,,,,,,,,
Enrichment by Pathway Maps,,,,,transformed_FC,,,,rna_all_FC,,,,
#,Maps,Total,min(pValue),Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",p-value,FDR,In Data,"Network Objects from
Active Data",
1332,FAK1 signaling in melanoma,42,7.733E-01,8.955E-01,7.988E-01,9.027E-01,6,"GRB2, ERK1/2, NFKBIA, Vitronectin, FAK1, MEK1/2",7.733E-01,8.955E-01,8,"GRB2, ERK1/2, RhoC, Rac1, NFKBIA, Paxillin, Vitronectin, FAK1",
1333,TLR and EGFR-induced inflammatory signaling in normal and asthmatic airway epithelium,22,7.733E-01,8.955E-01,7.894E-01,8.976E-01,3,"ERK1/2, IRF3, CysLT1 receptor",7.733E-01,8.955E-01,4,"TLR5, ERK1/2, CysLT1 receptor, IRF3",
1334,Transition of Monoclonal gammopathy of undetermined significance to active multiple myeloma (schema),22,7.733E-01,8.955E-01,7.894E-01,8.976E-01,3,"FGFR3, MafB, Cyclin D1",7.733E-01,8.955E-01,4,"Cyclin D3, MafB, FGFR3, Cyclin D1",
1335,Immune response_IFN-gamma actions on blood cells,28,7.740E-01,8.882E-01,7.740E-01,8.882E-01,4,"PU.1, IRF8, GATA-1, IL-4",7.988E-01,9.177E-01,5,"IL-4, PU.1, c-Jun, Uteroglobin, Alpha1-globin",
1336,Release of pro-inflammatory mediators and elastolytic enzymes by alveolar macrophages in COPD,28,7.740E-01,8.882E-01,7.740E-01,8.882E-01,4,"MMP-1, Sirtuin1, MAPKAPK2, p38 MAPK",9.099E-01,9.936E-01,4,"MAPKAPK2, MMP-1, Sirtuin1, p38 MAPK",
1337,Signal transduction_Amino acid-dependent mTORC1 activation,96,7.771E-01,8.910E-01,7.771E-01,8.910E-01,15,"Tuberin, MAPBPIP, GATS-like3, MP1, p38delta (MAPK13), RagB, HBXIP, DHE3, Calmodulin, TUSC4, FLJ20625, MEK6(MAP2K6), WDR24, NPRL3, FLJ20323",8.589E-01,9.576E-01,18,"Tuberin, MAPBPIP, MP1, p38delta (MAPK13), IPMK, HBXIP, DHE3, FLJ20625, ASCT2 (SLC1A5), MEK6(MAP2K6), NPRL3, GATS-like3, Rab-1A, RagB, Calmodulin, TUSC4, WDR24, FLJ20323",
1338,Cell adhesion_Integrin inside-out signaling in T cells,52,7.787E-01,8.990E-01,8.564E-01,9.469E-01,7,"CCR7, URP2, G-protein alpha-i family, CCR6, PIP5KI, CD3, SDF-1",7.787E-01,8.990E-01,10,"URP2, Rac1, ZAP70, SDF-1, CALDAG-GEFI, CCR7, G-protein alpha-i family, CCR6, PIP5KI, TCR alpha/beta",
1339,Neurophysiological process_Glucose-inhibited neurons of ventromedial and arcuate nuclei (rodent model),41,7.789E-01,8.924E-01,7.789E-01,8.924E-01,6,"HXK1, CACNA1C, AMPK alpha subunit, CFTR, AMPK alpha 2 subunit, Guanylate Cyclase 1, soluble",8.573E-01,9.564E-01,7,"GLUT4, Guanylate Cyclase 1, soluble, HXK1, CACNA1C, AMPK alpha subunit, AMPK alpha 2 subunit, N-type Ca(II) channel alpha1B",
1340,Aberrant lipid trafficking and metabolism in age-related macular degeneration pathogenesis,60,7.843E-01,8.965E-01,7.843E-01,8.965E-01,9,"APCS, Clusterin, Cytochrome c, CD36, Vitronectin, PI3K reg class IA (p85), CD36L2, EEA1, Cathepsin D",9.508E-01,1.000E+00,9,"Clusterin, Cytochrome c, PI3K reg class IA (p85), CD36L2, EEA1, miR-33a-5p, Cathepsin D, CD36, Vitronectin",
1341,Immune response_Regulatory role of C1q in platelet activation,15,7.853E-01,8.965E-01,7.853E-01,8.965E-01,2,"Glycoprotein VI, PKC",8.882E-01,9.803E-01,2,"Glycoprotein VI, PKC",
1342,Mechanisms of CAM-DR in multiple myeloma,35,7.867E-01,8.965E-01,7.867E-01,8.965E-01,5,"gp130, Dsh, STAT3, HSP70, p27KIP1",9.268E-01,1.000E+00,5,"gp130, Dsh, HSP70, p27KIP1, Frizzled",
1343,Development_Schema: Adult neuron differentiation in the Subventricular and Subgranular Zones,35,7.867E-01,8.965E-01,7.867E-01,8.965E-01,5,"Doublecortin, hASH1, NEFM, TY3H, SOX2",8.418E-01,9.442E-01,6,"Doublecortin, WNT3A, TY3H, NT-3, hASH1, SOX2",
1344,Immune response_IFN-gamma signaling via JAK/STAT and PLC-gamma,54,7.877E-01,8.970E-01,7.877E-01,8.970E-01,8,"IRF8, PKA-reg (cAMP-dependent), MEF2B, IP3 receptor, STAT3, MEF2D, Calmodulin, Bcl-XL",9.913E-01,1.000E+00,6,"PKA-reg (cAMP-dependent), Rac1, IP3 receptor, Bcl-XL, MEF2D, Calmodulin",
1345,Interconnectivity between Folic acid and Fluorouracil pathways in gastric cancer,91,7.912E-01,8.989E-01,7.912E-01,8.989E-01,14,"ABCC11, MTR, SLC22A8, CES2, Aquaporin 3, SLC22A7, UPP2, UCK1, OPRT, SHMT2, CYP2A6, MRP3, ABCC5, ABCG2",9.459E-01,1.000E+00,15,"CES2, OPRT, SHMT2, ABCC11, MTR, SLC22A8, Aquaporin 3, SLC22A7, UPP2, UCK1, CYP2A6, MRP3, ABCC5, ABCG2, SLC22A6",
1346,Globo-(isoglobo) series GSL Metabolism,48,7.924E-01,8.996E-01,7.924E-01,8.996E-01,7,"SIAT4A, FUT1, GGTA1, A4GT, B3GT3, ST6GALNAC6, B3GT5",9.437E-01,1.000E+00,7,"SIAT4A, FUT1, GGTA1, A4GT, ST6GALNAC6, B3GT3, B3GT5",
1347,Role of type 2 innate lymphoid cells in asthma,38,7.958E-01,9.166E-01,8.442E-01,9.352E-01,5,"GATA-3, ROR-alpha, CRTH2, p70 S6 kinase1, IL-4",7.958E-01,9.166E-01,7,"IL-13, IL-9, IL-4, IL-2R alpha chain, GATA-3, IL-25 (IL-17E), p70 S6 kinase1",
1348,Cholesterol and Sphingolipid transport / Influx to the early endosome in lung (normal and CF),29,7.979E-01,9.027E-01,7.979E-01,9.027E-01,4,"Rab-4, DAB2, ARH, Clathrin",9.236E-01,1.000E+00,4,"DAB2, ARH, Rab-4, Clathrin",
1349,Cigarette smoke-mediated attenuation of antibacterial and antivirus immune response,29,7.979E-01,9.027E-01,7.979E-01,9.027E-01,4,"NFKBIA, AP-1, IKK-beta, IRF3",8.241E-01,9.348E-01,5,"IKK (cat), NFKBIA, AP-1, IKK-beta, IRF3",
1350,Estrogen biosynthesis,42,7.988E-01,9.027E-01,7.988E-01,9.027E-01,6,"CYP11B1, HSD17B3, HSD17B8, HSD17B1, HSD17B2, CYP3A4",9.766E-01,1.000E+00,5,"CYP11B1, HSD17B1, CYP19, CYP2C19, HSD17B8",
1351,Immune response_Induction of the antigen presentation machinery by IFN-gamma,53,7.993E-01,9.177E-01,8.696E-01,9.581E-01,7,"MHC class II, ASH2L, PRMT5, USF1, PSME1, Sirtuin1, WDR5",7.993E-01,9.177E-01,10,"MHC class II, ASH2L, PRMT5, USF1, PSME2, Nucleophosmin, WDR5, RFX5, PSME1, Sirtuin1",
1352,Immune response_iC3b-induced phagocytosis via alpha-M/beta-2 integrin,61,8.007E-01,9.042E-01,8.007E-01,9.042E-01,9,"PI4K2B, Myosin II, PAK1, PIP5KI, IP3 receptor, PI3K reg class IA (p85), PKC, VAV-3, p40-phox",9.157E-01,9.978E-01,10,"Rac1, IP3 receptor, PI3K reg class IA (p85), PI4K2B, Myosin II, PAK1, PIP5KI, PKC, VAV-3, p40-phox",
1353,Androgen signaling in HCC,18,8.136E-01,9.292E-01,8.642E-01,9.528E-01,2,"E2F1, Androgen receptor",8.136E-01,9.292E-01,3,"EGR1, Androgen receptor, E2F1",
1354,Environmental factors-induced inflammatory signaling in normal and asthmatic airway epithelium,43,8.172E-01,9.172E-01,8.172E-01,9.172E-01,6,"p38alpha (MAPK14), ERK1/2, PKC, PLC-beta, eNOS, p38 MAPK",9.803E-01,1.000E+00,5,"ERK1/2, PLC-beta, PKC, eNOS, p38 MAPK",
1355,Transition of HCC cells to invasive and migratory phenotype,44,8.175E-01,9.288E-01,8.343E-01,9.288E-01,6,"DNMT3B, E-cadherin, c-Fos, MMP-1, AKT(PKB), PDK (PDPK1)",8.175E-01,9.303E-01,8,"DNMT3B, c-Fos, EGR1, AKT(PKB), PDK (PDPK1), E-cadherin, MMP-1, miR-9-5p",
1356,Bacterial infections in CF airways,49,8.176E-01,9.303E-01,9.013E-01,9.800E-01,6,"SP-A, TBK1, CFTR, MUC1, SP-D, IRF3",8.176E-01,9.303E-01,9,"TLR5, TBK1, MUC1, MyD88, SP-D, SP-A, Beta-defensin 2, IRF3, TRIF (TICAM1)",
1357,Nociception_Pro-nociceptive action of Nociceptin in spinal cord at low doses,39,8.183E-01,9.303E-01,9.814E-01,1.000E+00,3,"Substance P, Calmodulin, GABA-A receptor",8.183E-01,9.303E-01,7,"NMDA receptor, GABA-A receptor, NR2, Substance P, Calmodulin, Nociceptin, Prepronociceptin",
1358,Reactive oxygen and nitrogen species production in eosinophils in asthma,59,8.196E-01,9.311E-01,9.688E-01,1.000E+00,6,"C5aR, CCR3, CRTH2, ITGAM, PI3K reg class IA (p85), PERE",8.196E-01,9.311E-01,11,"PKC-zeta, IL-3, PI3K reg class IA (p85), SOD1, C3aR, C5aR, CCR3, PKC-delta, ITGAM, IL-5 receptor, PERE",
1359,Gamma-secretase regulation of angiogenesis,30,8.196E-01,9.172E-01,8.196E-01,9.172E-01,4,"Presenilin 1, Presenilin, VEGFR-1, TIE",8.468E-01,9.476E-01,5,"Presenilin 1, HEY1, Presenilin, VEGFR-1, DLL4",
1360,Fatty Acid Omega Oxidation,30,8.196E-01,9.172E-01,8.196E-01,9.172E-01,4,"SCPX, ADH7, ACADVL, DHB4",8.468E-01,9.476E-01,5,"SCPX, ADH7, DHB4, AL3A2, ACADVL",
1361,L-Carnitine biosynthesis,30,8.196E-01,9.172E-01,8.196E-01,9.172E-01,4,"SLC22A8, ALD9A1, OCTN2, GAT2",9.354E-01,1.000E+00,4,"GAT2, SLC22A8, ALD9A1, OCTN2",
1362,Catecholamine metabolism,75,8.235E-01,9.209E-01,8.235E-01,9.209E-01,11,"ALD9A1, SULT1A3, AOC2, COMT, SULT1A1, DDC, TY3H, ALDH2, AL3A1, ADHB, AOC3",9.439E-01,1.000E+00,12,"SULT1A3, COMT, DDC, TY3H, DBH, ALD9A1, AOC2, PNMT, SULT1A1, ALDH2, AOC3, MAOB",
1363,Immune response_Lectin induced complement pathway,50,8.267E-01,9.224E-01,8.267E-01,9.224E-01,7,"C5aR, MCP, Clusterin, C8gamma, L-Ficolin, C1qRp, H-Ficolin",8.362E-01,9.420E-01,9,"Clusterin, C8gamma, L-Ficolin, C3aR, MBL2, C5aR, MCP, C1qRp, C9",
1364,Peroxisomal branched chain fatty acid oxidation,84,8.292E-01,9.398E-01,8.569E-01,9.469E-01,12,"SCPX, PCCB, CROT, ACOX3, CPT II, CPT-1B, ACOX2, CPT-1A, MUTA, MCEE, ACAA1, DHB4",8.292E-01,9.398E-01,16,"SCPX, PCCB, CROT, ACOX2, CPT-1A, MUTA, MCEE, DHB4, PCC, PCCA, AL3A2, HADHB, ACOX3, CPT II, CPT-1B, ACAA1",
1365,n-3 Polyunsaturated fatty acid biosynthesis,63,8.308E-01,9.263E-01,8.308E-01,9.263E-01,9,"SCPX, ACOX3, ACOX2, ELOVL3, ACSL3, ACOX1, ACAA1, DHB4, ELOVL2",8.800E-01,9.746E-01,11,"SCPX, ELOVL5, ACOX2, ACSL3, ACOX1, DHB4, ELOVL2, ACSL1, ACOX3, ELOVL3, ACAA1",
1366,Release of pro-inflammatory factors and proteases by alveolar macrophages in asthma,44,8.343E-01,9.288E-01,8.343E-01,9.288E-01,6,"MIG, SP-A, MMP-1, IL-30, SP-D, IRF5",9.834E-01,1.000E+00,5,"IL-30, SP-D, SP-A, MMP-1, IRF5",
1367,Stem cells_Excitotoxicity of Glutamate in glioblastoma,45,8.370E-01,9.420E-01,9.739E-01,1.000E+00,4,"GSHB, SLC1A2/EAAT2, G-protein alpha-i family, GSHR",8.370E-01,9.420E-01,8,"GSHB, SLC1A2/EAAT2, NMDA receptor, AATC, G-protein alpha-i family, SLC1A1/EAAT3, mGluR3, GSHR",
1368,Mitochondrial ketone bodies biosynthesis and metabolism,24,8.372E-01,9.306E-01,8.372E-01,9.306E-01,3,"AACS, HMGCS2, BDH",9.356E-01,1.000E+00,3,"AACS, HMGCS2, BDH",
1369,Tyrosine metabolism p.1 (dopamine) ,70,8.401E-01,9.331E-01,8.401E-01,9.331E-01,10,"ALD9A1, AOC2, COMT, DDC, TY3H, ALDH2, AL3A1, ADHB, AOC3, ABP1",9.021E-01,9.873E-01,12,"COMT, DDC, TY3H, DBH, ALD9A1, AOC2, PNMT, PAH, ALDH2, AOC3, ABP1, MAOB",
1370,Development_NOTCH-induced EMT,19,8.425E-01,9.442E-01,9.777E-01,1.000E+00,1,E-cadherin,8.425E-01,9.442E-01,3,"HEY1, E-cadherin, DLL4",
1371,Role of TGF-beta 1 in fibrosis development after myocardial infarction,38,8.442E-01,9.352E-01,8.442E-01,9.352E-01,5,"MMP-1, AGTR1, Thymosin beta-4, ACE1, SP1",9.545E-01,1.000E+00,5,"ACE1, MMP-1, AGTR1, Thymosin beta-4, SP1",
1372,Myeloid-derived suppressor cells and M2 macrophages in cancer,64,8.444E-01,9.352E-01,8.444E-01,9.352E-01,9,"IRF8, VEGFR-1, KLF4, STAT3, ARG1, STAT6, IL-4, G-CSF, CAT-2",9.877E-01,1.000E+00,8,"KLF4, ARG1, IL-13, IL-4, VEGFR-1, STAT6, G-CSF, CAT-2",
1373,Immune response_IFN-alpha/beta signaling via JAK/STAT,64,8.444E-01,9.352E-01,8.444E-01,9.352E-01,9,"MIG, STAT2, p21, STAT3, IFN-alpha, ISG20, Bcl-2, PIG3, STAT6",9.877E-01,1.000E+00,8,"p21, IFN-alpha, STAT2, C3G, Caspase-7, ISG20, Bcl-2, STAT6",
1374,Transport_Intracellular cholesterol transport,83,8.456E-01,9.358E-01,8.456E-01,9.358E-01,12,"SCPX, Rab-4, NPC1L1, ABCG1, ARF1, DAB2, ARH, Rab-11A, CD36L2, PLEKHA8 (FAPP2), ABCG5/ABCG8 heterodimer, StARD5",8.792E-01,9.746E-01,15,"SCPX, NPC1L1, ABCG1, DAB2, ARH, Rab-7, CD36L2, PLEKHA8 (FAPP2), StARD5, EHD1, Rab-4, ARF1, Rab-11A, MLN64, ABCG5/ABCG8 heterodimer",
1375,Tricarbonic acid cycle,61,8.522E-01,9.525E-01,9.430E-01,1.000E+00,7,"SDHC, SCS-G, CISY, SUCLG2, IDH2, ODO2, SUCLG1",8.522E-01,9.525E-01,11,"SCS-G, CISY, SUCLG2, IDH2, ODO2, MDH2, SUCLG1, SCS-A, SDHC, ACON, SUCB1",
1376,"VLDL, LDL dyslipidemia in type 2 diabetes and metabolic syndrome X",39,8.602E-01,9.499E-01,8.602E-01,9.499E-01,5,"APOB48 receptor, Insulin processed, CD36, Insulin receptor, ALOX15",9.079E-01,9.929E-01,6,"Insulin processed, Insulin receptor, APOB48 receptor, CD36, APOC3, ALOX15",
1377,Mechanisms of hapten presentation to T cells in allergic contact dermatitis,20,8.674E-01,9.641E-01,9.009E-01,9.800E-01,2,"MHC class II, ALDH2",8.674E-01,9.641E-01,3,"MHC class II, ALDH2, TCR alpha/beta",
1378,Interaction of deficient alpha-MSH signaling with TNF-alpha in melanoma,33,8.735E-01,9.610E-01,8.735E-01,9.610E-01,4,"E-cadherin, PKA-reg (cAMP-dependent), NFKBIA, IKK-beta",9.008E-01,9.865E-01,5,"PKA-reg (cAMP-dependent), IKK-alpha, E-cadherin, NFKBIA, IKK-beta",
1379,Phospholipid metabolism p.2,47,8.779E-01,9.637E-01,8.779E-01,9.637E-01,6,"PCY1A, HRSL5, CHKA, PCY2, CHPT1, Neutral sphingomyelinase",9.352E-01,1.000E+00,7,"PCY1A, HRSL5, Neutral sphingomyelinase, CHKA, PCY2, CHPT1, EKI1",
1380,Stem cells_Role of ion channels in glioblastoma cell invasion,32,8.850E-01,9.786E-01,9.867E-01,1.000E+00,2,"MaxiK alpha subunit, SLC12A7",8.850E-01,9.786E-01,5,"MaxiK alpha subunit, CLCN2, GluR1, SLC12A7, CLCN3",
1381,Cell cycle_Start of DNA replication in early S phase,32,8.850E-01,9.786E-01,9.465E-01,1.000E+00,3,"RPA3, E2F1, CDC18L (CDC6)",8.850E-01,9.786E-01,5,"RPA3, E2F1, ORC3L, CDC18L (CDC6), ORC5L",
1382,n-6 Polyunsaturated fatty acid biosynthesis,61,8.861E-01,9.719E-01,8.861E-01,9.719E-01,8,"SCPX, ACOX3, ACOX2, ELOVL3, ACOX1, ACAA1, DHB4, ELOVL2",9.157E-01,9.978E-01,10,"SCPX, ELOVL7, ELOVL5, ACOX2, ACOX1, DHB4, ELOVL2, ACOX3, ELOVL3, ACAA1",
1383,Putative pathways of MHC class I-dependent postsynaptic long-term depression in major depressive disorder,21,8.888E-01,9.803E-01,9.851E-01,1.000E+00,1,SHP-1,8.888E-01,9.803E-01,3,"SHP-1, PA28 (11S regulator), SHP-2",
1384,Multiple sclerosis (general schema),21,8.888E-01,9.803E-01,9.156E-01,9.905E-01,2,"WNT9A, Transthyretin",8.888E-01,9.803E-01,3,"FasL(TNFSF6), WNT9A, Transthyretin",
1385,N-Glycan biosynthesis p2,43,8.892E-01,9.803E-01,9.113E-01,9.882E-01,5,"MGAT4A, FUT8, MA1C1, B4GT3, MA2A2",8.892E-01,9.803E-01,7,"MA1B1, MGAT4A, B4GT3, MA2A2, FUT8, MA1C1, GCS1",
1386,Vitamin E (alfa-tocopherol) metabolism,81,8.907E-01,9.740E-01,8.907E-01,9.740E-01,11,"SCPX, PTE1, ACOX3, PTE2, AMACR, CYP4F2, ACOX2, ACSL3, ACOX1, ACAA1, DHB4",9.729E-01,1.000E+00,12,"SCPX, PTE1, AMACR, CYP4F2, ACOX2, ACSL3, ACOX1, DHB4, ACSL1, ACOX3, PTE2, ACAA1",
1387,Aminoacyl-tRNA biosynthesis in mitochondrion,81,8.907E-01,9.740E-01,8.907E-01,9.740E-01,11,"SARS2, RARSL, MARS2, SYPM, IARS2, TARSL1, YARS2, EARS2, DARS2, NARS2, SYHH",9.870E-01,1.000E+00,11,"SARS2, SYPM, EARS2, NARS2, RARSL, MARS2, IARS2, TARSL1, YARS2, DARS2, SYHH",
1388,Triacylglycerol metabolism p.2,27,8.912E-01,9.740E-01,8.912E-01,9.740E-01,3,"LIPS, DGAT1, LIPG",8.940E-01,9.807E-01,4,"CEL, LIPS, LIPP, DGAT1",
1389,Renal secretion of inorganic electrolytes,59,8.938E-01,9.807E-01,9.293E-01,9.974E-01,7,"SLC4A10, Aquaporin 3, SLC4A8, SLC34A3, SLC12A1, Carbonic anhydrase IV, Klotho",8.938E-01,9.807E-01,10,"SLC34A3, SLC12A3, Epithelial calcium channel, SLC4A10, Aquaporin 3, PMCA1, SLC4A8, SLC12A1, Aquaporin 2, Klotho",
1390,Notch signaling in oligodendrocyte precursor cell differentiation in multiple sclerosis,27,8.940E-01,9.807E-01,9.687E-01,1.000E+00,2,"hASH1, CNTN6",8.940E-01,9.807E-01,4,"hASH1, MAML1, MAG, CNTN6",
1391,Cholesterol and Sphingolipid transport / Distribution to the intracellular membrane compartments (normal and CF),38,8.941E-01,9.807E-01,9.783E-01,1.000E+00,3,"SCPX, ABCA3, StARD5",8.941E-01,9.807E-01,6,"SCPX, Rab-7, OSBPL5, StARD5, MLN64, ABCA3",
1392,Cortisol biosynthesis from Cholesterol,38,8.941E-01,9.807E-01,9.783E-01,1.000E+00,3,"CYP11B1, HSD17B2, HSD3B2",8.941E-01,9.807E-01,6,"CYP11B1, STAR, CYP2C19, HSD3B2, CYP11B2, CYP17",
1393,HETE and HPETE biosynthesis and metabolism,82,8.996E-01,9.800E-01,8.996E-01,9.800E-01,11,"CYP2C8, ALOX12B, CYP2J2, CYP4F2, COX-1 (PTGS1), EPHX2, ALOX12, GPX4, MGST3, ALOX15B, ALOX15",9.982E-01,1.000E+00,9,"CYP4F2, EPHX2, ALOX12B, CYP2E1, CYP2J2, GPX4, MGST3, ALOX15B, ALOX15",
1394,Endothelin-1- and TNF-alpha-induced inflammatory response in asthmatic airway fibroblasts,20,9.009E-01,9.800E-01,9.009E-01,9.800E-01,2,"MGF, IL-1RI",9.610E-01,1.000E+00,2,"IL-1RI, MGF",
1395,Beta-alanine metabolism,35,9.012E-01,9.800E-01,9.012E-01,9.800E-01,4,"ALD9A1, CSAD, GABT, ABP1",9.731E-01,1.000E+00,4,"CSAD, ALD9A1, GABT, ABP1",
1396,Gamma-secretase proteolytic targets,76,9.039E-01,9.822E-01,9.039E-01,9.822E-01,10,"E-cadherin, LRP1B (CTF), DLL1 (TMIC), VEGFR-1, DLL1 (IC), DLL1, E-cadherin (CTF2), LRP1B, LRP1B (ICD), E-cadherin (CTF1)",9.882E-01,1.000E+00,10,"DLL1 (IC), DLL1, E-cadherin (CTF2), E-cadherin (CTF1), E-cadherin, LRP1B (CTF), DLL1 (TMIC), VEGFR-1, LRP1B, LRP1B (ICD)",
1397,Putative pathways of activation of classical complement system in major depressive disorder,28,9.099E-01,9.936E-01,9.963E-01,1.000E+00,1,C1qRp,9.099E-01,9.936E-01,4,"C1qc, C1qRp, C1qa, C9",
1398,Protein folding and maturation_Posttranslational processing of neuroendocrine peptides,50,9.115E-01,9.882E-01,9.115E-01,9.882E-01,6,"CCK8, CCK8-Gly, PC2, Carboxypeptidase H, Pro-CCK, CCK8-GlyArgArg",9.830E-01,1.000E+00,6,"CCK8-GlyArgArg, CCK8, CCK8-Gly, PC2, Carboxypeptidase H, Pro-CCK",
1399,Prostaglandin 1 biosynthesis and metabolism,57,9.128E-01,9.889E-01,9.128E-01,9.889E-01,7,"HPGD, CYP4F12, Acyl-CoA synthetase, COX-1 (PTGS1), ZADH1, ALOX15B, PGES2",9.948E-01,1.000E+00,6,"HPGD, CYP4F12, PGES2, Acyl-CoA synthetase, ZADH1, ALOX15B",
1400,Polyamine metabolism,64,9.147E-01,9.903E-01,9.147E-01,9.903E-01,8,"ALD9A1, AOC2, PAOX, GATM, ARG1, ALDH2, AOC3, ABP1",9.413E-01,1.000E+00,10,"PAOX, GATM, ARG1, ARG2, ALD9A1, AOC2, ALDH2, AOC3, ABP1, MAOB",
1401,Cholesterol and Sphingolipid transport / Recycling to plasma membrane in lung (normal and CF),29,9.177E-01,9.921E-01,9.177E-01,9.921E-01,3,"SCPX, ABCG1, Rab-11A",9.236E-01,1.000E+00,4,"SCPX, ABCG1, EHD1, Rab-11A",
1402,Neurophysiological process_GABAergic neurotransmission,51,9.207E-01,9.943E-01,9.207E-01,9.943E-01,6,"G-protein alpha-i family, GLNA, GBR2, GABA-A receptor, GABT, GAT2",9.635E-01,1.000E+00,7,"AATC, GABA-A receptor, GAT2, G-protein alpha-i family, GLNA, GBR2, GABT",
1403,Thiamine metabolism,44,9.211E-01,9.943E-01,9.211E-01,9.943E-01,5,"TPK1, SLC19A2, SLC25A19, SLC44A4, THTPA",9.834E-01,1.000E+00,5,"TPK1, SLC19A2, THTPA, SLC25A19, SLC44A4",
1404,Ascorbate metabolism,23,9.225E-01,1.000E+00,9.900E-01,1.000E+00,1,GSTO2,9.225E-01,1.000E+00,3,"GSTO1, DBH, GSTO2",
1405,Gamma-secretase regulation of osteogenesis,37,9.234E-01,9.953E-01,9.234E-01,9.953E-01,4,"SP7, DLL1, Cyclin D1, Collagen X",9.813E-01,1.000E+00,4,"SP7, DLL1, HEY1, Cyclin D1",
1406,Immune response_TLR ligands,35,9.268E-01,1.000E+00,9.657E-01,1.000E+00,3,"SP-A, HSP60, HSP70",9.268E-01,1.000E+00,5,"TLR5, HSP60, HSP70, SP-A, LBP",
1407,Taurine and hypotaurine metabolism,22,9.282E-01,9.974E-01,9.282E-01,9.974E-01,2,"CSAD, ADO",9.748E-01,1.000E+00,2,"CSAD, ADO",
1408,PDGF activation of prostacyclin synthesis ,30,9.286E-01,9.974E-01,9.286E-01,9.974E-01,3,"PDGF-B, IP3 receptor, Calmodulin",9.354E-01,1.000E+00,4,"PDGF-B, IP3 receptor, Prostacyclin receptor, Calmodulin",
1409,Protein folding and maturation_POMC processing,30,9.286E-01,9.974E-01,9.286E-01,9.974E-01,3,"NAT-1, PC2, Carboxypeptidase H",9.798E-01,1.000E+00,3,"NAT-1, PC2, Carboxypeptidase H",
1410,Signal transduction_Production and main functions of biologically active prostaglandins and Thromboxane A2,59,9.293E-01,9.974E-01,9.293E-01,9.974E-01,7,"CRTH2, SLC16A5, PGE2R3, COX-1 (PTGS1), cPLA2, PGES2, ABCC2",9.964E-01,1.000E+00,6,"SLC16A5, Prostacyclin receptor, cPLA2, PGES2, PGE2R3, ABCC2",
1411,Mitochondrial beta-oxidation of long-chain saturated fatty acids,125,9.293E-01,9.974E-01,9.293E-01,9.974E-01,17,"A-FABP, M-FABP, SLC27A3, CAC, CPT II, CPT-1B, CD36, CPT-1A, ACADVL, ACSBG1, ACSL3, HCD2, HCDH, B-FABP, SLC27A4, ECHS1, VLCSH2",9.870E-01,1.000E+00,19,"SLC27A3, CAC, CPT-1A, ACSL3, HCDH, B-FABP, ECHS1, VLCSH2, ACSL1, M-FABP, HADHB, ACAD-9, CPT II, CPT-1B, CD36, ACADVL, ACSBG1, HCD2, SLC27A4",
1412,Oxidative phosphorylation,41,9.309E-01,1.000E+00,9.863E-01,1.000E+00,3,"SLC25A6, Cytochrome c, SLC25A3",9.309E-01,1.000E+00,6,"Cytochrome c, SLC25A4, ATP(F1), SLC25A6, SLC25A5, SLC25A3",
1413,Aldosterone biosynthesis and metabolism,38,9.327E-01,9.996E-01,9.327E-01,9.996E-01,4,"AK1D1, AKR1C4, UGT2B4, HSD11B2",9.961E-01,1.000E+00,3,"HSD11B2, CYP11B2, UGT2B4",
1414,HDL dyslipidemia in type 2 diabetes and metabolic syndrome X,38,9.327E-01,9.996E-01,9.327E-01,9.996E-01,4,"ABCG1, S1P3 receptor, PERM, PON1",9.961E-01,1.000E+00,3,"ABCG1, S1P3 receptor, PERM",
1415,Immune response_Antiviral actions of Interferons,53,9.367E-01,1.000E+00,9.367E-01,1.000E+00,6,"STAT2, MHC class II, IFN-alpha, RNaseL, IRF3, eIF2S1",9.897E-01,1.000E+00,6,"MHC class II, IFN-alpha, eIF2S1, STAT2, RNaseL, IRF3",
1416,Metabolism of L-Proline and derivatives,74,9.371E-01,1.000E+00,9.380E-01,1.000E+00,9,"CRYM, PYCS, ASCT1 (SLC1A4), AL4A1, P5CR1, AATM, Proline oxidase 1, SLC6A20, SLC6A7",9.371E-01,1.000E+00,12,"CRYM, Proline oxidase 1, SLC6A7, DHDPSL, PYCS, ASCT1 (SLC1A4), AL4A1, OAT, P5CR1, SLC6A17, AATM, DAAO",
1417,Stem cells_MMP-14-induced COX-2 expression in glioblastoma stem cells,23,9.390E-01,1.000E+00,9.390E-01,1.000E+00,2,"cPLA2, AKT(PKB)",9.798E-01,1.000E+00,2,"cPLA2, AKT(PKB)",
1418,Keratan sulfate metabolism p.2,39,9.410E-01,1.000E+00,9.410E-01,1.000E+00,4,"SIAT4A, FUT7, B4GT3, CHST1",9.613E-01,1.000E+00,5,"SIAT4A, B4GT3, CHST1, SIAT4C, FUT7",
1419,"Triacylglycerol biosynthesis in obesity and diabetes mellitus, type II",24,9.483E-01,1.000E+00,9.483E-01,1.000E+00,2,"DGAT1, PLCC",9.838E-01,1.000E+00,2,"PLCC, DGAT1",
