Enrichment analysis report,,,,,,,,,
Enrichment by Pathway Maps,,,,,down_genes_070120_genelist,,,,
#,Maps,Total,pValue,Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",
1101,CHDI_DEGs from Replication data_Causal network,81,6.120E-01,7.820E-01,6.120E-01,7.820E-01,7,"PKC, cPLA2, WNT, AKT(PKB), Axin, Frizzled, ACM3",
1102,Putative role of Estrogen receptor and Androgen receptor signaling in progression of lung cancer,58,6.159E-01,7.856E-01,6.159E-01,7.856E-01,5,"CYP1A1, EGFR, G-protein alpha-i family, Caveolin-1, c-Src",
1103,Signal transduction_Leptin signaling in non-neuronal cells,58,6.159E-01,7.856E-01,6.159E-01,7.856E-01,5,"PI3K cat class IA, IRS-2, IL-8, IL-6, AKT(PKB)",
1104,Th2-cytokine-induced airway epithelium mucous metaplasia in COPD,70,6.205E-01,7.907E-01,6.205E-01,7.907E-01,6,"iNOS, Adenosine A2b receptor, Actin cytoskeletal, G-protein alpha-q/11, nNOS, HNF3-beta",
1105,Development_Regulation of telomere length and cellular immortalization,35,6.280E-01,7.917E-01,6.280E-01,7.917E-01,3,"PI3K cat class IA, PKC-alpha, AKT(PKB)",
1106,Neurophysiological process_Thyroliberin in cell hyperpolarization and excitability,35,6.280E-01,7.917E-01,6.280E-01,7.917E-01,3,"cPKC (conventional), PKC-alpha, Kir3.4",
1107,Action of lithium on synaptic transmission and autophagy,35,6.280E-01,7.917E-01,6.280E-01,7.917E-01,3,"PKC-alpha, Adenylate cyclase, Adenylate cyclase type VII",
1108,Development_Growth hormone signaling via STATs and PLC/IP3,35,6.280E-01,7.917E-01,6.280E-01,7.917E-01,3,"STAT5A, Fyn, c-Src",
1109,Anti-apoptotic action of Gastrin in pancreatic cancer,35,6.280E-01,7.917E-01,6.280E-01,7.917E-01,3,"PI3K cat class IA, AKT(PKB), c-Src",
1110,Cell cycle_ESR1 regulation of G1/S transition,35,6.280E-01,7.917E-01,6.280E-01,7.917E-01,3,"Cyclin E, Cyclin A, CDK6",
1111,Signal transduction_JNK pathway,47,6.288E-01,7.917E-01,6.288E-01,7.917E-01,4,"HGK(MAP4K4), FasR(CD95), FasL(TNFSF6), TNF-alpha",
1112,Development_Hedgehog signaling,47,6.288E-01,7.917E-01,6.288E-01,7.917E-01,4,"GAS1, PTCH1, GLI-1, GLI-2",
1113,Mechanisms of deltaF508 CFTR activation by S-nitrosoglutathione,47,6.288E-01,7.917E-01,6.288E-01,7.917E-01,4,"Ceruloplasmin, iNOS, IL-8, nNOS",
1114,Transport_Alpha-2 adrenergic receptor regulation of ion channels,47,6.288E-01,7.917E-01,6.288E-01,7.917E-01,4,"G-protein alpha-i1, PKC, G-protein alpha-i family, AKT(PKB)",
1115,Neurophysiological process_PGE2-induced pain processing,47,6.288E-01,7.917E-01,6.288E-01,7.917E-01,4,"COX-2 (PTGS2), PGE2R2, cPLA2, Adenylate cyclase",
1116,Development_WNT5A signaling,47,6.288E-01,7.917E-01,6.288E-01,7.917E-01,4,"PKC-alpha, Tcf(Lef), FZD5, Axin",
1117,L-Methionine metabolism,59,6.312E-01,7.917E-01,6.312E-01,7.917E-01,5,"BHMT2, SLC38A4, BHMT, SLC7A7, SLC6A19",
1118,KLF6 and regulation of KLF6 alternative splicing in HCC,23,6.313E-01,7.917E-01,6.313E-01,7.917E-01,2,"PI3K cat class IA, EGFR",
1119,Ascorbate metabolism,23,6.313E-01,7.917E-01,6.313E-01,7.917E-01,2,"PAM, DBH",
1120,Apoptosis and survival_NO signaling in apoptosis,23,6.313E-01,7.917E-01,6.313E-01,7.917E-01,2,"iNOS, nNOS",
1121,Role of Leptin in regulation of eating behavior in obesity,23,6.313E-01,7.917E-01,6.313E-01,7.917E-01,2,"NPY, AKT(PKB)",
1122,Transcription_ChREBP regulation pathway,23,6.313E-01,7.917E-01,6.313E-01,7.917E-01,2,"G-protein alpha-i family, Acyl-CoA synthetase",
1123,ATP metabolism,107,6.455E-01,8.081E-01,6.455E-01,8.081E-01,9,"PDE1C, Adenylate cyclase type VIII, BST1, CD38, ENPP3, PDE2A, PDE3A, PDE4C, Adenylate cyclase type VII",
1124,Aberrant lipid trafficking and metabolism in age-related macular degeneration pathogenesis,60,6.462E-01,8.081E-01,6.462E-01,8.081E-01,5,"CYP27A1, Caspase-12, CRP, TLR2, TNF-alpha",
1125,Higher ESR1 / ESR2 ratio in breast cancer,36,6.472E-01,8.081E-01,6.472E-01,8.081E-01,3,"ITGA1, Cyclin E, AKT(PKB)",
1126,Upregulation of MITF in melanoma,36,6.472E-01,8.081E-01,6.472E-01,8.081E-01,3,"SOX10, HGF receptor (Met), p16INK4",
1127,G-protein signaling_G-Protein alpha-s signaling cascades,36,6.472E-01,8.081E-01,6.472E-01,8.081E-01,3,"B-Raf, RGS2, c-Src",
1128,Angiotensin II Signaling in Cardiac Hypertrophy,72,6.481E-01,8.084E-01,6.481E-01,8.084E-01,6,"TRPC3, PKC-alpha, NCX1, TRPC6, G-protein alpha-q/11, Angiotensin II",
1129,Dual role of TGF-beta 1 in HCC ,24,6.547E-01,8.130E-01,6.547E-01,8.130E-01,2,"TGF-beta receptor type II, p15",
1130,"Triacylglycerol biosynthesis in obesity and diabetes mellitus, type II",24,6.547E-01,8.130E-01,6.547E-01,8.130E-01,2,"MOGAT1, PLCD",
1131,Development_Signaling of Beta-adrenergic receptors via Beta-arrestins,24,6.547E-01,8.130E-01,6.547E-01,8.130E-01,2,"Beta-2 adrenergic receptor, c-Src",
1132,"Mechanism of action of DGAT1 inhibitors in obesity and diabetes mellitus, type II (Variant 1)",24,6.547E-01,8.130E-01,6.547E-01,8.130E-01,2,"MOGAT1, PLCD",
1133,Huntingtin-depended transcription deregulation in Huntington's Disease,24,6.547E-01,8.130E-01,6.547E-01,8.130E-01,2,"NGFR(TNFRSF16), Enkephalin A",
1134,Induction of mucin secretion in  airway goblet cells by purinergic receptors,61,6.608E-01,8.199E-01,6.608E-01,8.199E-01,5,"iNOS, PKC-alpha, Actin cytoskeletal, G-protein alpha-q/11, TNF-alpha",
1135,Axonal degeneration in multiple sclerosis,49,6.618E-01,8.204E-01,6.618E-01,8.204E-01,4,"iNOS, GluR6, NCX1, SCN2A",
1136,Transcription_CoREST complex-mediated epigenetic gene silencing,37,6.658E-01,8.232E-01,6.658E-01,8.232E-01,3,"GFI1B, SCN2A, GFI-1",
1137,Cholesterol and Sphingolipid transport / Transport from Golgi and ER to the apical membrane (normal and CF),37,6.658E-01,8.232E-01,6.658E-01,8.232E-01,3,"CES1, Caveolin-1, CETP",
1138,Immune response_Oncostatin M signaling via MAPK,37,6.658E-01,8.232E-01,6.658E-01,8.232E-01,3,"MMP-13, CCL2, OSMR",
1139,Regulation of microRNAs in colorectal cancer,62,6.750E-01,8.296E-01,6.750E-01,8.296E-01,5,"EGFR, MECOM, AKT(PKB), HGF receptor (Met), c-Src",
1140,Development_Gastrin in cell growth and proliferation,62,6.750E-01,8.296E-01,6.750E-01,8.296E-01,5,"PI3K cat class IA, PKC-alpha, EGFR, G-protein alpha-q/11, c-Src",
1141,Regulation of CFTR activity (normal and CF),62,6.750E-01,8.296E-01,6.750E-01,8.296E-01,5,"Syk, Adenosine A2b receptor, G-protein alpha-i family, Adenylate cyclase, Beta-2 adrenergic receptor",
1142,Role of Nicotine-induced Leptin resistance in hypothalamus in development of obesity,25,6.768E-01,8.296E-01,6.768E-01,8.296E-01,2,"NPY, AKT(PKB)",
1143,Development_Glucocorticoid receptor signaling,25,6.768E-01,8.296E-01,6.768E-01,8.296E-01,2,"MMP-13, STAT5",
1144,Apoptosis and survival_Apoptotic Activin A signaling,25,6.768E-01,8.296E-01,6.768E-01,8.296E-01,2,"Activin A, AKT(PKB)",
1145,Defective macrophage-mediated bacterial phagocytosis in COPD,25,6.768E-01,8.296E-01,6.768E-01,8.296E-01,2,"AKT(PKB), MARCO",
1146,Transcription_Transcription regulation of aminoacid metabolism,25,6.768E-01,8.296E-01,6.768E-01,8.296E-01,2,"NF-E2 (45 kDa), PKC",
1147,Putative pathways of hormone action in neurofibromatosis type 1,25,6.768E-01,8.296E-01,6.768E-01,8.296E-01,2,"EGR2 (Krox20), PI3K cat class IA",
1148,Neurophysiological process_Leptin signaling in neurons,50,6.775E-01,8.296E-01,6.775E-01,8.296E-01,4,"TRPC5, IRS-2, NPY, AKT(PKB)",
1149,Immune response_Production and main functions of biologically active leukotrienes and Lipoxin A4,50,6.775E-01,8.296E-01,6.775E-01,8.296E-01,4,"FPRL1, ABCA8, cPLA2, MDP1",
1150,Transport_Macropinocytosis,12,6.813E-01,8.335E-01,6.813E-01,8.335E-01,1,Actin cytoskeletal,
1151,Cortisol biosynthesis from Cholesterol,38,6.836E-01,8.342E-01,6.836E-01,8.342E-01,3,"CYP17, CYP21A2, CYP11A1",
1152,Aldosterone biosynthesis and metabolism,38,6.836E-01,8.342E-01,6.836E-01,8.342E-01,3,"CYP21A2, UGT2B7, HSD11B1",
1153,HDL dyslipidemia in type 2 diabetes and metabolic syndrome X,38,6.836E-01,8.342E-01,6.836E-01,8.342E-01,3,"S1P1 receptor, LIPE, CETP",
1154,Transcription_PPAR Pathway,63,6.888E-01,8.391E-01,6.888E-01,8.391E-01,5,"COX-2 (PTGS2), PI3K cat class IA, PTGIS, AKT(PKB), PDGF receptor",
1155,Lacto-series GSL Metabolism,63,6.888E-01,8.391E-01,6.888E-01,8.391E-01,5,"B3GNT5, ABO system transferase, SIA7E, B3GT2, B3GT1",
1156,Anti-apoptotic action of ErbB2 in breast cancer,51,6.927E-01,8.431E-01,6.927E-01,8.431E-01,4,"EGFR, AKT(PKB), ITGA5, c-Src",
1157,Neurophysiological process_GABA-B receptor signaling at postsynaptic sides of synapses,26,6.978E-01,8.470E-01,6.978E-01,8.470E-01,2,"Kir3.4, G-protein alpha-i family",
1158,Cell cycle_Initiation of mitosis,26,6.978E-01,8.470E-01,6.978E-01,8.470E-01,2,"MYRL2, AKT(PKB)",
1159,Glyoxylate metabolism,26,6.978E-01,8.470E-01,6.978E-01,8.470E-01,2,"MCT1 (SLC16A1), HAOX1",
1160,Aminoglycoside- and cisplatin-induced hair cell death,112,6.988E-01,8.470E-01,6.988E-01,8.470E-01,9,"COX-2 (PTGS2), IL-1 beta, iNOS, PKC, IL-6, FasL(TNFSF6), Caspase-1, TRPA1, TNF-alpha",
1161,Keratan sulfate metabolism p.2,39,7.008E-01,8.470E-01,7.008E-01,8.470E-01,3,"CHST3, CHST4, SIAT4B",
1162,Nicotine signaling in GABAergic neurons,39,7.008E-01,8.470E-01,7.008E-01,8.470E-01,3,"GABA-A receptor, G-protein alpha-i family, GAT1",
1163,Apoptosis and survival_APRIL and BAFF signaling,39,7.008E-01,8.470E-01,7.008E-01,8.470E-01,3,"COX-2 (PTGS2), BFL1, CD21",
1164,Deregulation of Ca2+-dependent neuronal cell survival in Huntington's disease,39,7.008E-01,8.470E-01,7.008E-01,8.470E-01,3,"PI3K cat class IA, AKT(PKB), nNOS",
1165,Mechanism of gemcitabine action in pancreatic cancer,52,7.074E-01,8.536E-01,7.074E-01,8.536E-01,4,"CDD, CNT3 (SLC28A3), 5'-NT1A, CNT1",
1166,Development_TGF-beta receptor signaling,52,7.074E-01,8.536E-01,7.074E-01,8.536E-01,4,"TGF-beta receptor type II, p15, Caveolin-1, ER81",
1167,Vitamin B3 and NAD+ metabolism,125,7.094E-01,8.553E-01,7.094E-01,8.553E-01,10,"PAM, BST1, CD38, Xanthine oxidase, NNMT, ENPP3, ALPL, 5'-NTD, ALPP, MCT1 (SLC16A1)",
1168,Transcription_Role of heterochromatin protein 1 (HP1) family in transcriptional silencing,40,7.172E-01,8.601E-01,7.172E-01,8.601E-01,3,"HDAC9, Cyclin E, MEF2",
1169,Reproduction_Progesterone-mediated oocyte maturation,40,7.172E-01,8.601E-01,7.172E-01,8.601E-01,3,"G-protein alpha-i family, Adenylate cyclase, c-Src",
1170,Role of Ghrelin in activation eating behavior in obesity,40,7.172E-01,8.601E-01,7.172E-01,8.601E-01,3,"NPY, G-protein alpha-q/11, Adenylate cyclase type VII",
1171,Recurrent gene fusions in Prostate Cancer,40,7.172E-01,8.601E-01,7.172E-01,8.601E-01,3,"DGK-beta, ER81, ERM",
1172,Brca1 in ovarian cancer,27,7.177E-01,8.601E-01,7.177E-01,8.601E-01,2,"Maspin, AKT(PKB)",
1173,HCV-dependent cytoplasmic signaling leading to HCC,27,7.177E-01,8.601E-01,7.177E-01,8.601E-01,2,"PKC, AKT(PKB)",
1174,Triacylglycerol metabolism p.2,27,7.177E-01,8.601E-01,7.177E-01,8.601E-01,2,"LIPE, LPL",
1175,Neurophysiological process_Long-term depression in cerebellum,53,7.216E-01,8.641E-01,7.216E-01,8.641E-01,4,"PKC-alpha, P/Q-type calcium channel alpha-1A subunit, cPLA2, PA24A",
1176,Development_Growth hormone-releasing hormone (GH-RH) signaling,41,7.329E-01,8.738E-01,7.329E-01,8.738E-01,3,"GH-RH receptor, cPKC (conventional), Adenylate cyclase",
1177,Neurophysiological process_Glucose-inhibited neurons of ventromedial and arcuate nuclei (rodent model),41,7.329E-01,8.738E-01,7.329E-01,8.738E-01,3,"Glucagon, NPY, nNOS",
1178,L-Arginine metabolism,79,7.347E-01,8.738E-01,7.347E-01,8.738E-01,6,"KCRM, iNOS, OTC, AL1A1, ADC, nNOS",
1179,Development_FGFR signaling pathway,54,7.352E-01,8.738E-01,7.352E-01,8.738E-01,4,"PI3K cat class IA, FGF2, AKT(PKB), Syndecan-2",
1180,Translation_Regulation of EIF4F activity,54,7.352E-01,8.738E-01,7.352E-01,8.738E-01,4,"PI3K cat class IA, TGF-beta receptor type II, EGFR, AKT(PKB)",
1181,Neurophysiological process_GABA-B receptor signaling in presynaptic nerve terminals,28,7.365E-01,8.738E-01,7.365E-01,8.738E-01,2,"P/Q-type calcium channel alpha-1A subunit, G-protein alpha-i family",
1182,Role of Diethylhexyl Phthalate and Tributyltin in fat cell differentiation ,28,7.365E-01,8.738E-01,7.365E-01,8.738E-01,2,"PPARGC1 (PGC1-alpha), LPL",
1183,Neurophysiological process_Role of CDK5 in presynaptic signaling,28,7.365E-01,8.738E-01,7.365E-01,8.738E-01,2,"P/Q-type calcium channel alpha-1A subunit, Endophilin A1",
1184,Pro-oncogenic action of Androgen receptor in ovarian cancer,28,7.365E-01,8.738E-01,7.365E-01,8.738E-01,2,"GSTP1, TGF-beta receptor type II",
1185,Riboflavin metabolism,14,7.366E-01,8.738E-01,7.366E-01,8.738E-01,1,ENPP3,
1186,Asthma-specific pathways of airway smooth muscle cell proliferation,14,7.366E-01,8.738E-01,7.366E-01,8.738E-01,1,PPARGC1 (PGC1-alpha),
1187,L-Tryptophan metabolism (part 1),80,7.457E-01,8.827E-01,7.457E-01,8.827E-01,6,"IDO1, IDO2, AL1A1, ALDR, MAOB, SLC6A19",
1188,Apoptosis and survival_BAD phosphorylation,42,7.479E-01,8.827E-01,7.479E-01,8.827E-01,3,"PI3K cat class IA, EGFR, AKT(PKB)",
1189,Disruption of methionine metabolism in induction and progression of HCC,42,7.479E-01,8.827E-01,7.479E-01,8.827E-01,3,"ADH1, ADH4, BHMT",
1190,Development_Growth hormone signaling via PI3K/AKT and MAPK cascades,42,7.479E-01,8.827E-01,7.479E-01,8.827E-01,3,"IRS-2, AKT(PKB), c-Src",
1191,Translation_Insulin regulation of translation,42,7.479E-01,8.827E-01,7.479E-01,8.827E-01,3,"PI3K cat class IA, IRS-2, AKT(PKB)",
1192,Apoptosis and survival_Lymphotoxin-beta receptor signaling,42,7.479E-01,8.827E-01,7.479E-01,8.827E-01,3,"VCAM1, IL-8, LIGHT(TNFSF14)",
1193,Cholesterol and Sphingolipid transport / Recycling to plasma membrane in lung (normal and CF),29,7.541E-01,8.864E-01,7.541E-01,8.864E-01,2,"PA24A, Caveolin-1",
1194,Development_SSTR1 in regulation of cell proliferation and migration,29,7.541E-01,8.864E-01,7.541E-01,8.864E-01,2,"PI3K reg class IB (p101), c-Src",
1195,Cholesterol and Sphingolipid transport / Influx to the early endosome in lung (normal and CF),29,7.541E-01,8.864E-01,7.541E-01,8.864E-01,2,"Caveolin-2, Caveolin-1",
1196,Vitamin D2 (ergocalciferol) metabolism,29,7.541E-01,8.864E-01,7.541E-01,8.864E-01,2,"CYP27A1, CYP24A1",
1197,Neurophysiological process _Visual perception,29,7.541E-01,8.864E-01,7.541E-01,8.864E-01,2,"Rhodopsin kinase (GRK1), Recoverin",
1198,Development_Keratinocyte differentiation,56,7.610E-01,8.918E-01,7.610E-01,8.918E-01,4,"Fra-1, PKC-alpha, G-protein alpha-q/11, c-Src",
1199,Muscle contraction_Regulation of eNOS activity in cardiomyocytes,56,7.610E-01,8.918E-01,7.610E-01,8.918E-01,4,"AKAP6, G-protein alpha-i family, PDE2A, PDE3A",
1200,Regulation of metabolism_Role of Adiponectin in regulation of metabolism,43,7.622E-01,8.918E-01,7.622E-01,8.918E-01,3,"PPCKC, H-FABP, PPARGC1 (PGC1-alpha)",
1201,Apoptosis and survival_TNFR1 signaling pathway,43,7.622E-01,8.918E-01,7.622E-01,8.918E-01,3,"c-IAP2, Caspase-10, TNF-alpha",
1202,Apoptosis and survival_TNF-alpha-induced Caspase-8 signaling,43,7.622E-01,8.918E-01,7.622E-01,8.918E-01,3,"CLIP3, AKT(PKB), TNF-alpha",
1203,Transcription_Negative regulation of HIF1A function,69,7.631E-01,8.918E-01,7.631E-01,8.918E-01,5,"FHL3, p14ARF, HIF3A, FHL1 (SLIM1), RUNX3",
1204,Role of microRNAs in cell proliferation in colorectal cancer,69,7.631E-01,8.918E-01,7.631E-01,8.918E-01,5,"p57, RhoE, FLI1, HGF receptor (Met), CDK6",
1205,Androgen biosynthetic pathways,82,7.668E-01,8.926E-01,7.668E-01,8.926E-01,6,"AKR1C3, AKR1C1, CYP17, AKR1C2, HSD11B1, CYP11A1",
1206,Protein folding and maturation_POMC processing,30,7.708E-01,8.926E-01,7.708E-01,8.926E-01,2,"PAM, PC1",
1207,"Regulation of lipid metabolism_RXR-dependent regulation of lipid metabolism via PPAR, RAR and VDR",30,7.708E-01,8.926E-01,7.708E-01,8.926E-01,2,"ADHG, CYP24A1",
1208,Stem cells_Neovascularization of glioblastoma in response to hypoxia,30,7.708E-01,8.926E-01,7.708E-01,8.926E-01,2,"PKC-alpha, c-Src",
1209,Apoptosis and survival_Granzyme A signaling,30,7.708E-01,8.926E-01,7.708E-01,8.926E-01,2,"Granzyme A, Perforin",
1210,Transport_Aldosterone-mediated regulation of ENaC sodium transport,30,7.708E-01,8.926E-01,7.708E-01,8.926E-01,2,"SGK1, AKT(PKB)",
1211,Production of arachidonic acid derivatives by mast cells in asthma,30,7.708E-01,8.926E-01,7.708E-01,8.926E-01,2,"COX-2 (PTGS2), cPLA2",
1212,Neurophysiological process_nNOS signaling in neuronal synapses,30,7.708E-01,8.926E-01,7.708E-01,8.926E-01,2,"NR2, nNOS",
1213,Signal transduction_Additional pathways of NF-kB activation (in the nucleus),30,7.708E-01,8.926E-01,7.708E-01,8.926E-01,2,"Adenylate cyclase, CDK6",
1214,Putative pathways of Oleic acid sensing in ventromedial hypothalamus in obesity (rodent model),30,7.708E-01,8.926E-01,7.708E-01,8.926E-01,2,"ACSL6, ACSL4",
1215,Cytoskeleton remodeling_RalA regulation pathway,30,7.708E-01,8.926E-01,7.708E-01,8.926E-01,2,"F-Actin cytoskeleton, FPR",
1216,Development_Non-genomic action of Retinoic acid in cell differentiation,57,7.732E-01,8.939E-01,7.732E-01,8.939E-01,4,"COX-2 (PTGS2), PKC-alpha, AKT(PKB), c-Src",
1217,Regulation of lipid metabolism_Insulin regulation of glycogen metabolism ,57,7.732E-01,8.939E-01,7.732E-01,8.939E-01,4,"PI3K cat class IA, IRS-2, GYS2, AKT(PKB)",
1218,Proliferative action of Gastrin in pancreatic cancer,44,7.758E-01,8.955E-01,7.758E-01,8.955E-01,3,"PI3K cat class IA, PKC-alpha, c-Src",
1219,Regulation of metabolism_Triiodothyronine and Thyroxine signaling,44,7.758E-01,8.955E-01,7.758E-01,8.955E-01,3,"Calcipressin 2, OATP-F, Beta-2 adrenergic receptor",
1220,c-Myc in multiple myeloma,16,7.823E-01,9.022E-01,7.823E-01,9.022E-01,1,IL-6,
1221,Immune response_CCR5 signaling in macrophages and T lymphocytes,58,7.848E-01,9.044E-01,7.848E-01,9.044E-01,4,"PKC-alpha, G-protein alpha-i family, AKT(PKB), PI3K reg class IB (p101)",
1222,"SREBP1 cross-talk with PXR, CAR and LXR/ Rodent version",31,7.864E-01,9.047E-01,7.864E-01,9.047E-01,2,"PPARGC1 (PGC1-alpha), CYP7A1",
1223,Inhibition of TGF-beta signaling in lung cancer,31,7.864E-01,9.047E-01,7.864E-01,9.047E-01,2,"TGF-beta receptor type II, p15",
1224,Stem cells_Excitotoxicity of Glutamate in glioblastoma,45,7.888E-01,9.060E-01,7.888E-01,9.060E-01,3,"G-protein alpha-i family, SLC7A11, GLAST1/EAAT1",
1225,Development_EPO-induced MAPK pathway,45,7.888E-01,9.060E-01,7.888E-01,9.060E-01,3,"Syk, PKC-alpha, Lyn",
1226,Regulation of lipid metabolism_Stimulation of Arachidonic acid production by ACM receptors,72,7.949E-01,9.122E-01,7.949E-01,9.122E-01,5,"PKC, PKC-alpha, cPLA2, c-Src, ACM3",
1227,Cell cycle_Role of Nek in cell cycle regulation,32,8.011E-01,9.161E-01,8.011E-01,9.161E-01,2,"Tubulin beta, PI3K cat class IA",
1228,DNA damage_ATM/ATR regulation of G1/S checkpoint,32,8.011E-01,9.161E-01,8.011E-01,9.161E-01,2,"Cyclin E, Cyclin A",
1229,Niacin-HDL metabolism,46,8.012E-01,9.161E-01,8.012E-01,9.161E-01,3,"PAM, NNMT, HDL proteins",
1230,Apoptosis and survival_IL-17-induced CIKS-independent signaling pathways,46,8.012E-01,9.161E-01,8.012E-01,9.161E-01,3,"PI3K cat class IA, Fra-1, STAT4",
1231,DNA damage_Role of SUMO in p53 regulation,17,8.021E-01,9.161E-01,8.021E-01,9.161E-01,1,AKT(PKB),
1232,G-protein signaling_Rac3 regulation pathway,17,8.021E-01,9.161E-01,8.021E-01,9.161E-01,1,F-Actin,
1233,Chondroitin sulfate and dermatan sulfate metabolism,60,8.067E-01,9.205E-01,8.067E-01,9.205E-01,4,"CHST3, SART2, CHSS3, CGAT1",
1234,Regulation of lipid metabolism_Insulin signaling: generic cascades,47,8.129E-01,9.239E-01,8.129E-01,9.239E-01,3,"PI3K cat class IA, IRS-2, AKT(PKB)",
1235,Neurophysiological process_Circadian rhythm,47,8.129E-01,9.239E-01,8.129E-01,9.239E-01,3,"PACAP receptor 1, PACAP, nNOS",
1236,wtCFTR and deltaF508 traffic / Membrane expression (normal and CF),47,8.129E-01,9.239E-01,8.129E-01,9.239E-01,3,"HGF, Beta-2 adrenergic receptor, HGF receptor (Met)",
1237,Immune response_Distinct metabolic pathways in naive and effector CD8+ T cells,74,8.141E-01,9.239E-01,8.141E-01,9.239E-01,5,"PI3K cat class IA, GLSK, STAT5, Fyn, AKT(PKB)",
1238,Phospholipid metabolism p.3,33,8.149E-01,9.239E-01,8.149E-01,9.239E-01,2,"LRAT, PA24A",
1239,Development_EGFR signaling via small GTPases,33,8.149E-01,9.239E-01,8.149E-01,9.239E-01,2,"PI3K cat class IA, EGFR",
1240,Apoptosis and survival_Granzyme B signaling,33,8.149E-01,9.239E-01,8.149E-01,9.239E-01,2,"Caspase-10, Perforin",
1241,Cytoskeleton remodeling_Thyroliberin in cytoskeleton remodeling,33,8.149E-01,9.239E-01,8.149E-01,9.239E-01,2,"PKC-alpha, Adenylate cyclase",
1242,Neolacto-series GSL Metabolism p.2,61,8.169E-01,9.255E-01,8.169E-01,9.255E-01,4,"B3GNT5, SIA10, CHST4, SIA7E",
1243,Stem cells_CD30 signaling in transformed embryonic stem cells,18,8.201E-01,9.283E-01,8.201E-01,9.283E-01,1,Oct-3/4,
1244,Globo-(isoglobo) series GSL Metabolism,48,8.241E-01,9.321E-01,8.241E-01,9.321E-01,3,"ABO system transferase, SIA7E, G3ST1",
1245,Development_Histone acetylation in embryonic stem cells,34,8.278E-01,9.341E-01,8.278E-01,9.341E-01,2,"Oct-3/4, HNF3-beta",
1246,Development_CNTF receptor signaling,34,8.278E-01,9.341E-01,8.278E-01,9.341E-01,2,"PI3K cat class IA, AKT(PKB)",
1247,Oxidative stress_ROS-mediated activation of MAPK via inhibition of phosphatases,34,8.278E-01,9.341E-01,8.278E-01,9.341E-01,2,"EGFR, PDGF-R-beta",
1248,HCV-mediated liver damage and predisposition to HCC via cell stress,63,8.361E-01,9.418E-01,8.361E-01,9.418E-01,4,"IL-1 alpha, IL-6, c-Src, TNF-alpha",
1249,Transcription_Sirtuin6 regulation and functions ,63,8.361E-01,9.418E-01,8.361E-01,9.418E-01,4,"PPCKC, c-IAP2, ICAM1, PPARGC1 (PGC1-alpha)",
1250,NF-kB pathway in multiple myeloma,35,8.400E-01,9.447E-01,8.400E-01,9.447E-01,2,"c-IAP2, IL-6",
