Enrichment analysis report,,,,,,,,,,,,,
Enrichment by Pathway Maps,,,,,down_genes_int_061520_genelist,,,,down_genes_rna_061620_genelist,,,,
#,Maps,Total,min(pValue),Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",p-value,FDR,In Data,"Network Objects from
Active Data",
1111,Sitagliptin in treatment of type 2 diabetes and metabolic syndrome X,10,4.696E-01,6.005E-01,4.812E-01,6.005E-01,1,DPP4,4.696E-01,6.345E-01,1,DPP4,
1112,Reproduction_Progesterone-mediated oocyte maturation,40,4.711E-01,5.904E-01,4.711E-01,5.904E-01,3,"ERK2 (MAPK1), G-protein alpha-i family, Adenylate cyclase",7.139E-01,8.462E-01,2,"G-protein alpha-i family, Adenylate cyclase",
1113,Th2-cytokines-induced mucous metaplasia in asthma,40,4.711E-01,5.904E-01,4.711E-01,5.904E-01,3,"PI3K cat class IA, IRS-2, ERK1/2",7.139E-01,8.462E-01,2,"PI3K cat class IA, IRS-2",
1114,Development_Glucocorticoid receptor signaling,25,4.774E-01,5.963E-01,4.774E-01,5.963E-01,2,"MMP-13, SMAD3",7.953E-01,8.982E-01,1,MMP-13,
1115,Neurophysiological process_GABA-B receptor signaling at postsynaptic sides of synapses,26,4.804E-01,6.174E-01,4.983E-01,6.174E-01,2,"Kir3.4, G-protein alpha-i family",4.804E-01,6.459E-01,2,"Kir3.4, G-protein alpha-i family",
1116,Apoptosis and survival_Anti-apoptotic TNFs/NF-kB/Bcl-2 pathway,42,4.813E-01,6.232E-01,5.039E-01,6.232E-01,3,"NGF, TNF-R2, NGFR(TNFRSF16)",4.813E-01,6.459E-01,3,"NGF, TNF-R2, NGFR(TNFRSF16)",
1117,Regulation of lipid metabolism_Stimulation of Arachidonic acid production by ACM receptors,72,4.853E-01,6.044E-01,4.853E-01,6.044E-01,5,"PKC, PKC-alpha, cPLA2, ERK1/2, ACM3",6.530E-01,8.012E-01,4,"PKC, PKC-alpha, cPLA2, ACM3",
1118,Role of epigenetic alterations in proliferation and differentiation of SCLC cells,72,4.853E-01,6.044E-01,4.853E-01,6.044E-01,5,"Beta-catenin, Caveolin-1, p53, DMRTA2, CDK6",8.272E-01,9.185E-01,3,"Caveolin-1, DMRTA2, CDK6",
1119,Development_Growth hormone-releasing hormone (GH-RH) signaling,41,4.876E-01,6.057E-01,4.876E-01,6.057E-01,3,"cPKC (conventional), Adenylate cyclase, ERK1/2",7.267E-01,8.532E-01,2,"cPKC (conventional), Adenylate cyclase",
1120,Possible pathway of TGF-beta 1-dependent inhibition of CFTR expression,41,4.876E-01,6.057E-01,4.876E-01,6.057E-01,3,"Beta-2 adrenergic receptor, SMAD3, TGF-beta receptor type II",7.267E-01,8.532E-01,2,"Beta-2 adrenergic receptor, TGF-beta receptor type II",
1121,Apoptosis and survival_Phosphorylation and acetylation in TNF-alpha-induced NF-kB signaling,41,4.876E-01,6.057E-01,4.876E-01,6.057E-01,3,"PI3K cat class IA, PKC-alpha, ERK1/2",7.267E-01,8.532E-01,2,"PI3K cat class IA, PKC-alpha",
1122,Development_Non-genomic action of Retinoic acid in cell differentiation,57,4.935E-01,6.119E-01,4.935E-01,6.119E-01,4,"COX-2 (PTGS2), AKT(PKB), PKC-alpha, ERK1/2",6.888E-01,8.294E-01,3,"COX-2 (PTGS2), AKT(PKB), PKC-alpha",
1123,Regulation of lipid metabolism_Insulin regulation of glycogen metabolism ,57,4.935E-01,6.119E-01,4.935E-01,6.119E-01,4,"PI3K cat class IA, AKT(PKB), IRS-2, ERK1/2",6.888E-01,8.294E-01,3,"PI3K cat class IA, AKT(PKB), IRS-2",
1124,Renal secretion of inorganic electrolytes,59,4.943E-01,6.414E-01,5.209E-01,6.414E-01,4,"SLC4A4, NCX1, Aquaporin 1, CALB1",4.943E-01,6.620E-01,4,"SLC4A4, NCX1, Aquaporin 1, CALB1",
1125,Development_Growth hormone signaling via PI3K/AKT and MAPK cascades,42,5.039E-01,6.232E-01,5.039E-01,6.232E-01,3,"ERK2 (MAPK1), AKT(PKB), IRS-2",7.389E-01,8.609E-01,2,"AKT(PKB), IRS-2",
1126,Vitamin B3 and NAD+ metabolism,125,5.048E-01,6.630E-01,5.432E-01,6.630E-01,8,"PAM, ALPL, 5'-NTD, ALPP, MCT1 (SLC16A1), CD38, Xanthine oxidase, NNMT",5.048E-01,6.714E-01,8,"PAM, ALPL, 5'-NTD, ALPP, MCT1 (SLC16A1), CD38, Xanthine oxidase, NNMT",
1127,NMDA-independent presynaptic long-term potentiation in Huntington's disease,58,5.073E-01,6.268E-01,5.073E-01,6.268E-01,4,"Actin cytoskeletal, GABA-A receptor, PKC-alpha, GluR6",7.001E-01,8.364E-01,3,"GABA-A receptor, PKC-alpha, GluR6",
1128,Chondroitin sulfate and dermatan sulfate metabolism,60,5.076E-01,6.550E-01,5.344E-01,6.550E-01,4,"CGAT1, CHST3, SART2, CHSTD",5.076E-01,6.739E-01,4,"CGAT1, CHST3, SART2, CHSTD",
1129,Immune response_Distinct metabolic pathways in naive and effector CD8+ T cells,74,5.098E-01,6.293E-01,5.098E-01,6.293E-01,5,"Fyn, PI3K cat class IA, Lck, AKT(PKB), ERK1/2",8.410E-01,9.240E-01,3,"Fyn, PI3K cat class IA, AKT(PKB)",
1130,Ganglioside Metabolism p2,44,5.127E-01,6.560E-01,5.356E-01,6.560E-01,3,"SIA7C, SIAT8A, SIA7E",5.127E-01,6.787E-01,3,"SIA7C, SIAT8A, SIA7E",
1131,Apoptosis and survival_TNFR1 signaling pathway,43,5.199E-01,6.413E-01,5.199E-01,6.413E-01,3,"c-IAP2, Caspase-10, Caspase-8",7.507E-01,8.655E-01,2,"c-IAP2, Caspase-10",
1132,Muscle contraction_nNOS signaling in skeletal muscle ,28,5.201E-01,6.578E-01,5.385E-01,6.578E-01,2,"Dystrophin, Actin",5.201E-01,6.865E-01,2,"Dystrophin, Actin",
1133,Pro-oncogenic action of Androgen receptor in ovarian cancer,28,5.201E-01,6.578E-01,5.385E-01,6.578E-01,2,"GSTP1, TGF-beta receptor type II",5.201E-01,6.865E-01,2,"GSTP1, TGF-beta receptor type II",
1134,Neolacto-series GSL Metabolism p.2,61,5.208E-01,6.660E-01,5.476E-01,6.660E-01,4,"B3GNT5, SIA10, CHST4, SIA7E",5.208E-01,6.867E-01,4,"B3GNT5, SIA10, CHST4, SIA7E",
1135,Neurophysiological process_Constitutive and activity-dependent synaptic AMPA receptor delivery,59,5.209E-01,6.414E-01,5.209E-01,6.414E-01,4,"Actin cytoskeletal, PKC, PKC-alpha, NEEP21",7.111E-01,8.462E-01,3,"PKC, PKC-alpha, NEEP21",
1136,"Development_NCAM1-mediated neurite outgrowth, synapse assembly and neuronal survival",75,5.219E-01,6.420E-01,5.219E-01,6.420E-01,5,"Fyn, NCAM1, PKC, AKT(PKB), ERK1/2",6.844E-01,8.294E-01,4,"Fyn, NCAM1, PKC, AKT(PKB)",
1137,"Development_The role of GDNF ligand family/ RET receptor in cell survival, growth and proliferation",92,5.336E-01,6.550E-01,5.336E-01,6.550E-01,6,"STAT3, ITGB1, PI3K cat class IA, AKT(PKB), F-Actin cytoskeleton, ERK1/2",9.276E-01,9.681E-01,3,"ITGB1, PI3K cat class IA, AKT(PKB)",
1138,A shift from oxidative to glycolytic muscle fiber phenotype in quadriceps muscles in COPD,60,5.344E-01,6.550E-01,5.344E-01,6.550E-01,4,"PPARGC1 (PGC1-alpha), MEF2, ERK2 (MAPK1), Troponin C, cardiac",7.218E-01,8.497E-01,3,"PPARGC1 (PGC1-alpha), MEF2, Troponin C, cardiac",
1139,Signal transduction_mTORC1 downstream signaling,60,5.344E-01,6.550E-01,5.344E-01,6.550E-01,4,"BAD, STAT3, SGK1, p53",9.779E-01,9.959E-01,1,SGK1,
1140,Development_Regulation of CDK5 in CNS,28,5.385E-01,6.578E-01,5.385E-01,6.578E-01,2,"NGF, ERK1/2",8.308E-01,9.185E-01,1,NGF,
1141,Cholesterol and Sphingolipid transport / Recycling to plasma membrane in lung (normal and CF),29,5.392E-01,6.754E-01,5.577E-01,6.754E-01,2,"PA24A, Caveolin-1",5.392E-01,7.055E-01,2,"PA24A, Caveolin-1",
1142,Cholesterol and Sphingolipid transport / Influx to the early endosome in lung (normal and CF),29,5.392E-01,6.754E-01,5.577E-01,6.754E-01,2,"Caveolin-1, Caveolin-2",5.392E-01,7.055E-01,2,"Caveolin-1, Caveolin-2",
1143,Vitamin D2 (ergocalciferol) metabolism,29,5.392E-01,6.754E-01,5.577E-01,6.754E-01,2,"CYP27A1, CYP24A1",5.392E-01,7.055E-01,2,"CYP27A1, CYP24A1",
1144,Serotonin - melatonin biosynthesis and metabolism,46,5.431E-01,6.838E-01,5.662E-01,6.838E-01,3,"ALDR, IDO1, CYP1A1",5.431E-01,7.092E-01,3,"ALDR, IDO1, CYP1A1",
1145,Transcription_Sirtuin6 regulation and functions ,63,5.466E-01,6.915E-01,5.735E-01,6.915E-01,4,"AMPK gamma subunit, PPARGC1 (PGC1-alpha), c-IAP2, ICAM1",5.466E-01,7.111E-01,4,"AMPK gamma subunit, PPARGC1 (PGC1-alpha), c-IAP2, ICAM1",
1146,Lacto-series GSL Metabolism,63,5.466E-01,6.915E-01,5.735E-01,6.915E-01,4,"B3GNT5, B3GT2, ABO system transferase, SIA7E",5.466E-01,7.111E-01,4,"B3GNT5, B3GT2, ABO system transferase, SIA7E",
1147,Induction of mucin secretion in  airway goblet cells by purinergic receptors,61,5.476E-01,6.660E-01,5.476E-01,6.660E-01,4,"Actin cytoskeletal, iNOS, G-protein alpha-q/11, PKC-alpha",7.322E-01,8.584E-01,3,"iNOS, G-protein alpha-q/11, PKC-alpha",
1148,Cell cycle_Role of SCF complex in cell cycle regulation,29,5.577E-01,6.754E-01,5.577E-01,6.754E-01,2,"SMAD3, Cyclin E",8.413E-01,9.240E-01,1,Cyclin E,
1149,Histone deacetylases in Prostate Cancer,29,5.577E-01,6.754E-01,5.577E-01,6.754E-01,2,"HDAC9, p53",8.413E-01,9.240E-01,1,HDAC9,
1150,Mechanisms of deltaF508 CFTR activation by S-nitrosoglutathione,47,5.579E-01,6.957E-01,5.810E-01,6.957E-01,3,"Ceruloplasmin, iNOS, IL-8",5.579E-01,7.195E-01,3,"Ceruloplasmin, iNOS, IL-8",
1151,"Development_TNF-alpha, IL-1 alpha and WNT5A-dependent regulation of osteogenesis and adipogenesis in mesenchymal stem cells",47,5.579E-01,6.957E-01,5.810E-01,6.957E-01,3,"ALPL, TAZ, RUNX2",5.579E-01,7.195E-01,3,"ALPL, TAZ, RUNX2",
1152,Neurophysiological process_Dopamine D2 receptor signaling in CNS,47,5.579E-01,6.957E-01,5.810E-01,6.957E-01,3,"Kir3.4, G-protein alpha-i family, Adenylate cyclase type VII",5.579E-01,7.195E-01,3,"Kir3.4, G-protein alpha-i family, Adenylate cyclase type VII",
1153,wtCFTR and deltaF508 traffic / Membrane expression (normal and CF),47,5.579E-01,6.957E-01,5.810E-01,6.957E-01,3,"HGF, Beta-2 adrenergic receptor, HGF receptor (Met)",5.579E-01,7.195E-01,3,"HGF, Beta-2 adrenergic receptor, HGF receptor (Met)",
1154,Development_G-protein-mediated regulation of MAPK-ERK signaling,46,5.662E-01,6.838E-01,5.662E-01,6.838E-01,3,"ERK2 (MAPK1), G-protein alpha-q/11, G-protein alpha-i family",7.834E-01,8.899E-01,2,"G-protein alpha-q/11, G-protein alpha-i family",
1155,Role of GIP in pathogenesis of type 2 diabetes,46,5.662E-01,6.838E-01,5.662E-01,6.838E-01,3,"BAD, AKT(PKB), ERK1/2",9.461E-01,9.733E-01,1,AKT(PKB),
1156,Tinnitus-associated changes in auditory pathway ,82,5.722E-01,7.157E-01,6.024E-01,7.157E-01,5,"GRID1, GABA-A receptor, GAD1, NR2A, GluR6",5.722E-01,7.341E-01,5,"GRID1, GABA-A receptor, GAD1, NR2A, GluR6",
1157,Androgen biosynthetic pathways,82,5.722E-01,7.157E-01,6.024E-01,7.157E-01,5,"AKR1C1, AKR1C3, AKR1C4, AKR1C2, CYP11A1",5.722E-01,7.341E-01,5,"AKR1C1, AKR1C3, AKR1C4, AKR1C2, CYP11A1",
1158,"Nicotine signaling in dopaminergic neurons, Pt. 1 - cell body",48,5.724E-01,7.112E-01,5.955E-01,7.112E-01,3,"nAChR alpha-7, GABA-A receptor, G-protein alpha-i family",5.724E-01,7.341E-01,3,"nAChR alpha-7, GABA-A receptor, G-protein alpha-i family",
1159,Globo-(isoglobo) series GSL Metabolism,48,5.724E-01,7.112E-01,5.955E-01,7.112E-01,3,"ABO system transferase, SIA7E, G3ST1",5.724E-01,7.341E-01,3,"ABO system transferase, SIA7E, G3ST1",
1160,Retinoic acid maintains mucocilliary differentiation and mucins expression in normal and asthmatic airway epithelium,30,5.764E-01,6.925E-01,5.764E-01,6.925E-01,2,"PKC-alpha, ERK1/2",8.510E-01,9.280E-01,1,PKC-alpha,
1161,Asthma-specific pathways of airway smooth muscle cell proliferation,14,5.885E-01,7.154E-01,6.011E-01,7.154E-01,1,PPARGC1 (PGC1-alpha),5.885E-01,7.519E-01,1,PPARGC1 (PGC1-alpha),
1162,Immune response  _Sialic-acid receptors (Siglecs) signaling,14,5.885E-01,7.154E-01,6.011E-01,7.154E-01,1,Lyn,5.885E-01,7.519E-01,1,Lyn,
1163,Cell cycle_Nucleocytoplasmic transport of CDK/Cyclins,14,5.885E-01,7.154E-01,6.011E-01,7.154E-01,1,Cyclin E,5.885E-01,7.519E-01,1,Cyclin E,
1164,Neurophysiological process_Glucose-excited neurons of ventromedial nucleus (rodent model),32,5.933E-01,7.259E-01,6.119E-01,7.259E-01,2,"SLC5A1, GABA-A receptor",5.933E-01,7.567E-01,2,"SLC5A1, GABA-A receptor",
1165,Cell cycle_Role of Nek in cell cycle regulation,32,5.933E-01,7.259E-01,6.119E-01,7.259E-01,2,"Tubulin beta, PI3K cat class IA",5.933E-01,7.567E-01,2,"Tubulin beta, PI3K cat class IA",
1166,Apoptosis and survival_Role of IAP-proteins in apoptosis,31,5.944E-01,7.112E-01,5.944E-01,7.112E-01,2,"c-IAP2, Caspase-8",8.602E-01,9.335E-01,1,c-IAP2,
1167,Phospholipid metabolism p.3,33,6.103E-01,7.428E-01,6.288E-01,7.428E-01,2,"LRAT, PA24A",6.103E-01,7.696E-01,2,"LRAT, PA24A",
1168,Nicotine signaling in glutamatergic neurons,33,6.103E-01,7.428E-01,6.288E-01,7.428E-01,2,"PKC-alpha, G-protein alpha-i family",6.103E-01,7.696E-01,2,"PKC-alpha, G-protein alpha-i family",
1169,Cytoskeleton remodeling_Thyroliberin in cytoskeleton remodeling,33,6.103E-01,7.428E-01,6.288E-01,7.428E-01,2,"PKC-alpha, Adenylate cyclase",6.103E-01,7.696E-01,2,"PKC-alpha, Adenylate cyclase",
1170,Heme metabolism,103,6.124E-01,7.606E-01,6.450E-01,7.606E-01,6,"Ceruloplasmin, Apotransferrin, UGT1A1, Neuroglobin, Holotransferrin, UGT1A6",6.124E-01,7.700E-01,6,"Ceruloplasmin, Apotransferrin, UGT1A1, Neuroglobin, Holotransferrin, UGT1A6",
1171,Cortisone biosynthesis and metabolism,51,6.140E-01,7.517E-01,6.369E-01,7.517E-01,3,"AKR1C3, AKR1C4, AKR1C2",6.140E-01,7.700E-01,3,"AKR1C3, AKR1C4, AKR1C2",
1172,Apoptosis and survival_Granzyme B signaling,33,6.288E-01,7.428E-01,6.288E-01,7.428E-01,2,"Caspase-10, Caspase-8",8.769E-01,9.449E-01,1,Caspase-10,
1173,"Mechanism of Pioglitazone/ Metformin and Rosiglitazone/ Metformin  cooperative action in Diabetes mellitus, Type 2",16,6.375E-01,7.648E-01,6.502E-01,7.648E-01,1,AMPK gamma subunit,6.375E-01,7.912E-01,1,AMPK gamma subunit,
1174,Intercellular relations in asthma (general schema),16,6.375E-01,7.648E-01,6.502E-01,7.648E-01,1,ICAM1,6.375E-01,7.912E-01,1,ICAM1,
1175,NF-kB pathway in multiple myeloma,35,6.425E-01,7.748E-01,6.609E-01,7.748E-01,2,"IL-6, c-IAP2",6.425E-01,7.912E-01,2,"IL-6, c-IAP2",
1176,Keratan sulfate metabolism p.1,35,6.425E-01,7.748E-01,6.609E-01,7.748E-01,2,"CHST3, CHST6",6.425E-01,7.912E-01,2,"CHST3, CHST6",
1177,Beta-alanine metabolism,35,6.425E-01,7.748E-01,6.609E-01,7.748E-01,2,"GAD1, DPYD",6.425E-01,7.912E-01,2,"GAD1, DPYD",
1178,ATP metabolism,107,6.495E-01,7.927E-01,6.813E-01,7.927E-01,6,"PDE7B, PDE1C, PDE3A, AK5, CD38, Adenylate cyclase type VII",6.495E-01,7.991E-01,6,"PDE7B, PDE1C, PDE3A, AK5, CD38, Adenylate cyclase type VII",
1179,Nicotine signaling in cholinergic neurons,52,6.501E-01,7.648E-01,6.501E-01,7.648E-01,3,"NGF, PI3K cat class IA, ERK2 (MAPK1)",8.376E-01,9.240E-01,2,"NGF, PI3K cat class IA",
1180,GTP metabolism,54,6.528E-01,7.873E-01,6.753E-01,7.873E-01,3,"PDE1A, PDE1C, PDE3A",6.528E-01,8.012E-01,3,"PDE1A, PDE1C, PDE3A",
1181,G-protein signaling_Rac2 regulation pathway,36,6.578E-01,7.873E-01,6.761E-01,7.873E-01,2,"Rac2, iNOS",6.578E-01,8.050E-01,2,"Rac2, iNOS",
1182,Statin action on the PI3K/ Akt pathway in COPD,36,6.578E-01,7.873E-01,6.761E-01,7.873E-01,2,"PI3K cat class IA, AKT(PKB)",6.578E-01,8.050E-01,2,"PI3K cat class IA, AKT(PKB)",
1183,G-protein signaling_Rap2A regulation pathway,17,6.598E-01,7.850E-01,6.724E-01,7.850E-01,1,G-protein alpha-i family,6.598E-01,8.060E-01,1,G-protein alpha-i family,
1184,Development_Growth hormone signaling via STATs and PLC/IP3,35,6.609E-01,7.748E-01,6.609E-01,7.748E-01,2,"STAT3, Fyn",8.916E-01,9.509E-01,1,Fyn,
1185,Translation_Translation regulation by Alpha-1 adrenergic receptors,53,6.629E-01,7.764E-01,6.629E-01,7.764E-01,3,"ERK2 (MAPK1), Alpha-1B adrenergic receptor, Alpha-1D adrenergic receptor",8.453E-01,9.277E-01,2,"Alpha-1B adrenergic receptor, Alpha-1D adrenergic receptor",
1186,Interconnectivity between Folic acid and Fluorouracil pathways in gastric cancer,91,6.648E-01,8.042E-01,6.935E-01,8.042E-01,5,"CES1, CDD, UDP, Aquaporin 9, DPYD",6.648E-01,8.110E-01,5,"CES1, CDD, UDP, Aquaporin 9, DPYD",
1187,Cholesterol and Sphingolipid transport / Transport from Golgi and ER to the apical membrane (normal and CF),37,6.726E-01,8.023E-01,6.907E-01,8.023E-01,2,"CES1, Caveolin-1",6.726E-01,8.180E-01,2,"CES1, Caveolin-1",
1188,Muscle contraction_Regulation of eNOS activity in cardiomyocytes,56,6.771E-01,8.101E-01,6.992E-01,8.101E-01,3,"AKAP6, PDE3A, G-protein alpha-i family",6.771E-01,8.219E-01,3,"AKAP6, PDE3A, G-protein alpha-i family",
1189,Regulation of lipid metabolism_Regulation of acetyl-CoA carboxylase 1 activity,18,6.808E-01,8.042E-01,6.932E-01,8.042E-01,1,AMPK gamma subunit,6.808E-01,8.256E-01,1,AMPK gamma subunit,
1190,"Regulation of lipid metabolism_Regulation of lipid metabolism via LXR, NF-Y and SREBP",38,6.869E-01,8.146E-01,7.048E-01,8.146E-01,2,"AMPK gamma subunit, Caveolin-1",6.869E-01,8.294E-01,2,"AMPK gamma subunit, Caveolin-1",
1191,HDL dyslipidemia in type 2 diabetes and metabolic syndrome X,38,6.869E-01,8.146E-01,7.048E-01,8.146E-01,2,"S1P1 receptor, LIPE",6.869E-01,8.294E-01,2,"S1P1 receptor, LIPE",
1192,Prostaglandin 1 biosynthesis and metabolism,57,6.888E-01,8.206E-01,7.106E-01,8.206E-01,3,"COX-2 (PTGS2), PTGIS, Acyl-CoA synthetase",6.888E-01,8.294E-01,3,"COX-2 (PTGS2), PTGIS, Acyl-CoA synthetase",
1193,Regulation of lipid metabolism_Regulation of acetyl-CoA carboxylase 2 activity in muscle,19,7.004E-01,8.217E-01,7.128E-01,8.217E-01,1,AMPK gamma subunit,7.004E-01,8.364E-01,1,AMPK gamma subunit,
1194,Ethanol/Acetaldehyde-dependent stimulation of MMP-9 expression in HCC,19,7.004E-01,8.217E-01,7.128E-01,8.217E-01,1,MMP-9,7.004E-01,8.364E-01,1,MMP-9,
1195,Keratan sulfate metabolism p.2,39,7.007E-01,8.254E-01,7.183E-01,8.254E-01,2,"CHST3, CHST4",7.007E-01,8.364E-01,2,"CHST3, CHST4",
1196,HIV-1 signaling via CCR5 in macrophages and T lymphocytes,39,7.007E-01,8.254E-01,7.183E-01,8.254E-01,2,"CCL2, PKC-alpha",7.007E-01,8.364E-01,2,"CCL2, PKC-alpha",
1197,G-protein signaling_G-Protein alpha-12 signaling pathway,38,7.048E-01,8.146E-01,7.048E-01,8.146E-01,2,"PI3K cat class IA, ERK1/2",9.104E-01,9.616E-01,1,PI3K cat class IA,
1198,L-Methionine metabolism,59,7.111E-01,8.348E-01,7.325E-01,8.348E-01,3,"BHMT, BHMT2, SLC7A7",7.111E-01,8.462E-01,3,"BHMT, BHMT2, SLC7A7",
1199,Neurophysiological process_Glucose-excited neurons of arcuate nucleus (rodent model),40,7.139E-01,8.342E-01,7.314E-01,8.342E-01,2,"POMC, SLC5A1",7.139E-01,8.462E-01,2,"POMC, SLC5A1",
1200,G-protein signaling_Rap1A regulation pathway,40,7.139E-01,8.342E-01,7.314E-01,8.342E-01,2,"CalDAG-GEFIII, G-protein alpha-i family",7.139E-01,8.462E-01,2,"CalDAG-GEFIII, G-protein alpha-i family",
1201,Recurrent gene fusions in Prostate Cancer,40,7.139E-01,8.342E-01,7.314E-01,8.342E-01,2,"ER81, ERM",7.139E-01,8.462E-01,2,"ER81, ERM",
1202,Atorvastatin in treatment of type 2 diabetes and metabolic syndrome X,39,7.183E-01,8.254E-01,7.183E-01,8.254E-01,2,"ERK2 (MAPK1), OATP-B",9.159E-01,9.626E-01,1,OATP-B,
1203,Autocrine Somatotropin signaling in breast cancer,39,7.183E-01,8.254E-01,7.183E-01,8.254E-01,2,"HOXA1, ERK1/2",9.159E-01,9.626E-01,1,HOXA1,
1204,Development_Direct reprogramming of cardiac fibroblasts into cardiomyocytes,20,7.188E-01,8.342E-01,7.310E-01,8.342E-01,1,MEF2C,7.188E-01,8.477E-01,1,MEF2C,
1205,Regulation of degradation of wtCFTR,20,7.188E-01,8.342E-01,7.310E-01,8.342E-01,1,BAG-2,7.188E-01,8.477E-01,1,BAG-2,
1206,Mechanisms of hapten presentation to T cells in allergic contact dermatitis,20,7.188E-01,8.342E-01,7.310E-01,8.342E-01,1,MHC class II,7.188E-01,8.477E-01,1,MHC class II,
1207,Development_TGF-beta-induction of EMT via ROS,20,7.188E-01,8.342E-01,7.310E-01,8.342E-01,1,TGF-beta receptor type II,7.188E-01,8.477E-01,1,TGF-beta receptor type II,
1208,Regulation of caspase activity in Huntington's disease,20,7.188E-01,8.342E-01,7.310E-01,8.342E-01,1,Caspase-1,7.188E-01,8.477E-01,1,Caspase-1,
1209,Protein folding and maturation_Insulin processing,20,7.188E-01,8.342E-01,7.310E-01,8.342E-01,1,PC1,7.188E-01,8.477E-01,1,PC1,
1210,Immune response_ICOS signaling pathway in T-helper cell,60,7.218E-01,8.453E-01,7.429E-01,8.453E-01,3,"MHC class II, PI3K cat class IA, AKT(PKB)",7.218E-01,8.497E-01,3,"MHC class II, PI3K cat class IA, AKT(PKB)",
1211,L-Tryptophan metabolism (part 1),80,7.323E-01,8.555E-01,7.562E-01,8.555E-01,4,"ALDR, IDO1, IDO2, AL1A1",7.323E-01,8.584E-01,4,"ALDR, IDO1, IDO2, AL1A1",
1212,Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function,21,7.361E-01,8.499E-01,7.481E-01,8.499E-01,1,PAX6,7.361E-01,8.609E-01,1,PAX6,
1213,Tumor metabolic pathways promoting development of Treg cells,96,7.375E-01,8.399E-01,7.375E-01,8.399E-01,5,"STAT3, 5'-NTD, MHC class II, TGF-beta receptor type II, PD-L1",8.489E-01,9.280E-01,4,"5'-NTD, MHC class II, TGF-beta receptor type II, PD-L1",
1214,Transport_HDL-mediated reverse cholesterol transport,42,7.389E-01,8.555E-01,7.559E-01,8.555E-01,2,"CES1, LIPE",7.389E-01,8.609E-01,2,"CES1, LIPE",
1215,Estradiol metabolism,42,7.389E-01,8.555E-01,7.559E-01,8.555E-01,2,"UGT1A1, CYP1A1",7.389E-01,8.609E-01,2,"UGT1A1, CYP1A1",
1216,Apoptosis and survival_Lymphotoxin-beta receptor signaling,42,7.389E-01,8.555E-01,7.559E-01,8.555E-01,2,"LIGHT(TNFSF14), IL-8",7.389E-01,8.609E-01,2,"LIGHT(TNFSF14), IL-8",
1217,Heparan sulfate/heparin metabolism,62,7.423E-01,8.604E-01,7.628E-01,8.604E-01,3,"3-OST-3A, Exostosin-1, 3-OST1",7.423E-01,8.641E-01,3,"3-OST-3A, Exostosin-1, 3-OST1",
1218,"Nicotine signaling in dopaminergic neurons, Pt. 2 - axon terminal",43,7.507E-01,8.619E-01,7.674E-01,8.619E-01,2,"PLAT (TPA), G-protein alpha-i family",7.507E-01,8.655E-01,2,"PLAT (TPA), G-protein alpha-i family",
1219,Vitamin D3 metabolic C-23 and C-24 pathways,43,7.507E-01,8.619E-01,7.674E-01,8.619E-01,2,"CYP27A1, CYP24A1",7.507E-01,8.655E-01,2,"CYP27A1, CYP24A1",
1220,Transcription_CREM signaling in testis,22,7.524E-01,8.604E-01,7.642E-01,8.604E-01,1,KIF17,7.524E-01,8.655E-01,1,KIF17,
1221,PXR signaling via cross-talk / Rodent version,22,7.524E-01,8.604E-01,7.642E-01,8.604E-01,1,PPARGC1 (PGC1-alpha),7.524E-01,8.655E-01,1,PPARGC1 (PGC1-alpha),
1222,Taurine and hypotaurine metabolism,22,7.524E-01,8.604E-01,7.642E-01,8.604E-01,1,CDO1,7.524E-01,8.655E-01,1,CDO1,
1223,PXR signaling via cross-talk / Human Version,22,7.524E-01,8.604E-01,7.642E-01,8.604E-01,1,PPARGC1 (PGC1-alpha),7.524E-01,8.655E-01,1,PPARGC1 (PGC1-alpha),
1224,CFTR-dependent regulation of ion channels in CF,42,7.559E-01,8.555E-01,7.559E-01,8.555E-01,2,"Actin cytoskeletal, G-protein alpha-q/11",9.305E-01,9.682E-01,1,G-protein alpha-q/11,
1225,Transport_Intracellular cholesterol transport,83,7.583E-01,8.716E-01,7.812E-01,8.725E-01,4,"CES1, Caveolin-1, Caveolin-2, VLDLR",7.583E-01,8.716E-01,4,"CES1, Caveolin-1, Caveolin-2, VLDLR",
1226,Regulation of metabolism_Triiodothyronine and Thyroxine signaling,44,7.620E-01,8.709E-01,7.784E-01,8.709E-01,2,"Beta-2 adrenergic receptor, Calcipressin 2",7.620E-01,8.737E-01,2,"Beta-2 adrenergic receptor, Calcipressin 2",
